0 0 73 54 0.01
0 1 52 79 0.01
1 0 73 55 0.01
1 1 52 81 0.01
2 0 74 54 0.01
2 1 53 80 0.01
3 0 75 53 0.01
3 1 55 79 0.01
4 0 76 50 0.01
4 1 58 78 0.01
5 0 75 48 0.01
5 1 58 75 0.01
6 0 77 51 0.01
6 1 58 78 0.01
7 0 76 49 0.01
7 1 56 76 0.01
8 0 78 51 0.01
8 1 53 78 0.01
9 0 80 51 0.01
9 1 55 78 0.01
10 0 81 53 0.01
10 1 52 80 0.01
11 0 82 56 0.01
11 1 52 87 0.01
12 0 83 56 0.01
12 1 53 81 0.01
13 0 81 57 0.01
13 1 55 65 0.01
13 2 44 89 0.01
13 3 53 93 0.01
14 0 79 62 0.01
14 1 46 63 0.01
14 2 47 96 0.01
15 0 82 59 0.01
15 1 46 64 0.01
15 2 45 101 0.01
16 0 84 43 0.01
16 1 46 62 0.01
16 2 89 76 0.01
16 3 44 103 0.01
17 0 81 43 0.01
17 1 46 61 0.01
17 2 90 79 0.01
17 3 49 104 0.01
18 0 83 41 0.01
18 1 49 57 0.01
18 2 84 82 0.01
18 3 52 102 0.01
19 0 81 37 0.01
19 1 86 46 0.01
19 2 52 55 0.01
19 3 82 86 0.01
19 4 50 99 0.01
20 0 86 45 0.01
20 1 51 56 0.01
20 2 75 89 0.01
20 3 48 98 0.01
21 0 91 48 0.01
21 1 51 55 0.01
21 2 75 90 0.01
21 3 49 95 0.01
22 0 92 50 0.01
22 1 53 53 0.01
22 2 79 81 0.01
22 3 50 96 0.01
23 0 57 52 0.01
23 1 93 53 0.01
23 2 80 82 0.01
23 3 50 97 0.01
24 0 54 50 0.01
24 1 90 50 0.01
24 2 78 82 0.01
24 3 47 96 0.01
25 0 57 47 0.01
25 1 92 49 0.01
25 2 81 84 0.01
25 3 47 94 0.01
26 0 56 47 0.01
26 1 92 50 0.01
26 2 80 80 0.01
26 3 51 94 0.01
27 0 56 50 0.01
27 1 93 49 0.01
27 2 85 81 0.01
27 3 53 92 0.01
28 0 95 46 0.01
28 1 55 49 0.01
28 2 80 85 0.01
28 3 52 88 0.01
29 0 94 45 0.01
29 1 54 50 0.01
29 2 55 88 0.01
29 3 83 85 0.01
30 0 94 46 0.01
30 1 55 49 0.01
30 2 82 83 0.01
30 3 54 90 0.01
31 0 56 47 0.01
31 1 98 48 0.01
31 2 78 82 0.01
31 3 46 96 0.01
32 0 57 44 0.01
32 1 96 52 0.01
32 2 78 88 0.01
32 3 45 101 0.01
33 0 54 44 0.01
33 1 95 51 0.01
33 2 82 91 0.01
33 3 46 100 0.01
34 0 53 45 0.01
34 1 98 51 0.01
34 2 79 84 0.01
34 3 48 101 0.01
35 0 53 45 0.01
35 1 96 52 0.01
35 2 80 85 0.01
35 3 49 103 0.01
36 0 54 43 0.01
36 1 95 52 0.01
36 2 83 89 0.01
36 3 48 103 0.01
37 0 53 45 0.01
37 1 96 52 0.01
37 2 56 59 0.01
37 3 83 89 0.01
37 4 51 102 0.01
37 5 37 105 0.01
38 0 53 44 0.01
38 1 97 51 0.01
38 2 85 89 0.01
38 3 48 100 0.01
39 0 55 43 0.01
39 1 97 50 0.01
39 2 86 89 0.01
39 3 50 101 0.01
40 0 54 41 0.01
40 1 99 48 0.01
40 2 88 88 0.01
40 3 50 99 0.01
41 0 54 43 0.01
41 1 97 51 0.01
41 2 84 89 0.01
41 3 49 101 0.01
42 0 55 44 0.01
42 1 99 49 0.01
42 2 84 87 0.01
42 3 49 104 0.01
43 0 56 44 0.01
43 1 98 49 0.01
43 2 84 90 0.01
43 3 49 107 0.01
44 0 54 45 0.01
44 1 97 47 0.01
44 2 84 91 0.01
44 3 49 107 0.01
45 0 55 46 0.01
45 1 97 48 0.01
45 2 83 91 0.01
45 3 49 106 0.01
46 0 55 46 0.01
46 1 98 51 0.01
46 2 82 92 0.01
46 3 49 108 0.01
47 0 55 45 0.01
47 1 97 49 0.01
47 2 83 94 0.01
47 3 47 103 0.01
48 0 54 48 0.01
48 1 97 52 0.01
48 2 83 98 0.01
48 3 48 93 0.01
48 4 40 120 0.01
49 0 54 47 0.01
49 1 96 53 0.01
49 2 46 88 0.01
49 3 83 100 0.01
49 4 39 121 0.01
50 0 56 48 0.01
50 1 98 54 0.01
50 2 49 93 0.01
50 3 84 99 0.01
50 4 33 119 0.01
50 5 44 123 0.01
51 0 59 44 0.01
51 1 98 54 0.01
51 2 50 87 0.01
51 3 84 100 0.01
51 4 40 121 0.01
52 0 57 45 0.01
52 1 99 52 0.01
52 2 51 89 0.01
52 3 85 99 0.01
52 4 41 118 0.01
53 0 59 44 0.01
53 1 99 51 0.01
53 2 51 91 0.01
53 3 85 98 0.01
53 4 41 119 0.01
54 0 58 47 0.01
54 1 98 54 0.01
54 2 53 87 0.01
54 3 85 99 0.01
54 4 42 121 0.01
55 0 59 44 0.01
55 1 85 43 0.01
55 2 115 50 0.01
55 3 54 85 0.01
55 4 83 99 0.01
55 5 45 120 0.01
56 0 86 42 0.01
56 1 53 42 0.01
56 2 111 55 0.01
56 3 55 78 0.01
56 4 84 98 0.01
56 5 45 117 0.01
57 0 67 26 0.01
57 1 87 39 0.01
57 2 49 49 0.01
57 3 111 55 0.01
57 4 52 74 0.01
57 5 83 100 0.01
57 6 44 117 0.01
58 0 62 26 0.01
58 1 87 37 0.01
58 2 44 50 0.01
58 3 108 56 0.01
58 4 49 76 0.01
58 5 84 100 0.01
58 6 46 119 0.01
59 0 61 27 0.01
59 1 90 35 0.01
59 2 45 51 0.01
59 3 106 59 0.01
59 4 47 80 0.01
59 5 85 99 0.01
59 6 46 121 0.01
60 0 64 26 0.01
60 1 90 38 0.01
60 2 48 52 0.01
60 3 105 63 0.01
60 4 46 81 0.01
60 5 89 101 0.01
60 6 46 120 0.01
61 0 65 30 0.01
61 1 91 39 0.01
61 2 48 50 0.01
61 3 105 65 0.01
61 4 45 84 0.01
61 5 77 79 0.01
61 6 48 119 0.01
61 7 87 115 0.01
62 0 61 28 0.01
62 1 90 36 0.01
62 2 49 50 0.01
62 3 104 66 0.01
62 4 41 83 0.01
62 5 80 83 0.01
62 6 86 109 0.01
62 7 49 118 0.01
63 0 62 29 0.01
63 1 90 33 0.01
63 2 49 50 0.01
63 3 104 66 0.01
63 4 41 84 0.01
63 5 80 88 0.01
63 6 87 112 0.01
63 7 49 119 0.01
64 0 63 31 0.01
64 1 91 35 0.01
64 2 49 49 0.01
64 3 104 66 0.01
64 4 39 87 0.01
64 5 81 86 0.01
64 6 87 113 0.01
64 7 40 119 0.01
64 8 53 121 0.01
65 0 87 30 0.01
65 1 63 32 0.01
65 2 48 48 0.01
65 3 104 65 0.01
65 4 36 86 0.01
65 5 75 88 0.01
65 6 90 111 0.01
65 7 49 120 0.01
66 0 93 25 0.01
66 1 67 30 0.01
66 2 49 47 0.01
66 3 104 64 0.01
66 4 34 86 0.01
66 5 76 87 0.01
66 6 90 114 0.01
66 7 48 118 0.01
67 0 93 25 0.01
67 1 67 28 0.01
67 2 53 47 0.01
67 3 104 67 0.01
67 4 34 85 0.01
67 5 75 89 0.01
67 6 89 116 0.01
67 7 49 118 0.01
68 0 91 24 0.01
68 1 66 29 0.01
68 2 56 49 0.01
68 3 104 67 0.01
68 4 33 82 0.01
68 5 70 90 0.01
68 6 88 114 0.01
68 7 49 118 0.01
69 0 90 25 0.01
69 1 63 26 0.01
69 2 67 39 0.01
69 3 51 48 0.01
69 4 102 68 0.01
69 5 32 84 0.01
69 6 69 93 0.01
69 7 89 116 0.01
69 8 48 122 0.01
70 0 92 24 0.01
70 1 64 26 0.01
70 2 70 38 0.01
70 3 52 49 0.01
70 4 103 68 0.01
70 5 33 82 0.01
70 6 70 92 0.01
70 7 89 115 0.01
70 8 50 122 0.01
71 0 92 24 0.01
71 1 63 23 0.01
71 2 69 35 0.01
71 3 52 48 0.01
71 4 102 67 0.01
71 5 33 80 0.01
71 6 71 91 0.01
71 7 88 115 0.01
71 8 50 121 0.01
72 0 92 26 0.01
72 1 64 28 0.01
72 2 67 40 0.01
72 3 53 49 0.01
72 4 104 68 0.01
72 5 32 82 0.01
72 6 71 93 0.01
72 7 87 117 0.01
72 8 49 124 0.01
73 0 94 24 0.01
73 1 64 26 0.01
73 2 68 38 0.01
73 3 52 49 0.01
73 4 106 66 0.01
73 5 31 82 0.01
73 6 74 89 0.01
73 7 88 115 0.01
73 8 50 121 0.01
74 0 94 25 0.01
74 1 65 26 0.01
74 2 67 38 0.01
74 3 50 50 0.01
74 4 106 69 0.01
74 5 32 84 0.01
74 6 74 90 0.01
74 7 86 116 0.01
74 8 49 124 0.01
75 0 93 24 0.01
75 1 64 26 0.01
75 2 66 35 0.01
75 3 50 51 0.01
75 4 72 43 0.01
75 5 106 68 0.01
75 6 30 82 0.01
75 7 71 90 0.01
75 8 83 117 0.01
75 9 48 123 0.01
76 0 94 25 0.01
76 1 67 34 0.01
76 2 50 50 0.01
76 3 107 67 0.01
76 4 31 82 0.01
76 5 76 87 0.01
76 6 85 115 0.01
76 7 50 121 0.01
77 0 96 26 0.01
77 1 64 26 0.01
77 2 70 38 0.01
77 3 50 50 0.01
77 4 107 68 0.01
77 5 31 82 0.01
77 6 77 88 0.01
77 7 84 113 0.01
77 8 50 122 0.01
78 0 96 28 0.01
78 1 65 29 0.01
78 2 70 40 0.01
78 3 50 51 0.01
78 4 106 69 0.01
78 5 32 79 0.01
78 6 25 91 0.01
78 7 73 91 0.01
78 8 84 115 0.01
78 9 48 125 0.01
79 0 97 27 0.01
79 1 65 26 0.01
79 2 70 40 0.01
79 3 51 51 0.01
79 4 105 68 0.01
79 5 27 83 0.01
79 6 71 92 0.01
79 7 86 114 0.01
79 8 49 124 0.01
80 0 97 26 0.01
80 1 66 25 0.01
80 2 70 39 0.01
80 3 50 52 0.01
80 4 106 69 0.01
80 5 27 83 0.01
80 6 73 91 0.01
80 7 88 115 0.01
80 8 50 125 0.01
81 0 97 27 0.01
81 1 68 34 0.01
81 2 52 52 0.01
81 3 107 71 0.01
81 4 28 84 0.01
81 5 71 92 0.01
81 6 87 115 0.01
81 7 49 126 0.01
82 0 98 27 0.01
82 1 64 25 0.01
82 2 71 37 0.01
82 3 52 52 0.01
82 4 107 70 0.01
82 5 29 83 0.01
82 6 70 90 0.01
82 7 88 114 0.01
82 8 51 126 0.01
83 0 99 28 0.01
83 1 71 23 0.01
83 2 62 26 0.01
83 3 71 38 0.01
83 4 51 53 0.01
83 5 106 71 0.01
83 6 28 84 0.01
83 7 70 92 0.01
83 8 91 115 0.01
83 9 81 109 0.01
83 10 52 126 0.01
84 0 100 23 0.01
84 1 67 30 0.01
84 2 51 52 0.01
84 3 106 66 0.01
84 4 29 82 0.01
84 5 70 90 0.01
84 6 91 112 0.01
84 7 53 124 0.01
85 0 100 23 0.01
85 1 67 29 0.01
85 2 50 52 0.01
85 3 106 65 0.01
85 4 28 83 0.01
85 5 69 89 0.01
85 6 90 113 0.01
85 7 53 125 0.01
86 0 100 24 0.01
86 1 65 24 0.01
86 2 69 35 0.01
86 3 51 53 0.01
86 4 109 67 0.01
86 5 28 84 0.01
86 6 70 90 0.01
86 7 90 114 0.01
86 8 52 124 0.01
87 0 101 24 0.01
87 1 66 28 0.01
87 2 49 52 0.01
87 3 109 69 0.01
87 4 28 83 0.01
87 5 70 91 0.01
87 6 92 115 0.01
87 7 51 125 0.01
88 0 102 24 0.01
88 1 67 26 0.01
88 2 49 50 0.01
88 3 110 69 0.01
88 4 28 84 0.01
88 5 69 90 0.01
88 6 94 115 0.01
88 7 51 126 0.01
89 0 102 26 0.01
89 1 66 24 0.01
89 2 72 36 0.01
89 3 47 49 0.01
89 4 110 72 0.01
89 5 27 84 0.01
89 6 69 90 0.01
89 7 92 115 0.01
89 8 50 129 0.01
90 0 103 25 0.01
90 1 62 23 0.01
90 2 72 30 0.01
90 3 48 47 0.01
90 4 112 72 0.01
90 5 28 83 0.01
90 6 69 89 0.01
90 7 95 114 0.01
90 8 50 127 0.01
91 0 104 25 0.01
91 1 68 27 0.01
91 2 47 47 0.01
91 3 110 72 0.01
91 4 27 84 0.01
91 5 69 88 0.01
91 6 92 112 0.01
91 7 47 129 0.01
