0 0 1 0 0.00111111111111
0 1 1 1 0.00444444444444
1 0 2 0 0.00222222222222
1 1 2 1 0.00222222222222
2 0 3 0 0.00222222222222
2 1 3 1 0.00555555555556
3 0 4 0 0.0111111111111
3 1 4 1 0.0111111111111
4 0 5 0 0.00555555555556
4 1 5 1 0.01
5 0 6 0 0.0144444444444
5 1 6 1 0.01
6 0 7 0 0.00555555555556
6 1 7 1 0.00888888888889
7 0 8 0 0.00888888888889
7 1 8 1 0.0144444444444
8 0 9 0 0.00444444444444
8 1 9 1 0.00444444444444
9 0 10 0 0.00555555555556
9 1 10 1 0.0144444444444
10 0 11 0 0.0111111111111
10 1 11 1 0.0544444444444
11 0 12 0 0.00111111111111
11 1 12 1 0.0411111111111
13 2 13 3 0.517620563507
12 0 13 0 0.00555555555556
12 0 13 1 0.961111111111
12 1 13 1 0.288888888889
12 1 13 2 0.161111111111
12 1 13 3 0.16
13 0 14 0 0.0322222222222
13 1 14 0 0.65
13 1 14 1 0.0944444444444
13 2 14 1 0.755555555556
13 2 14 2 0.0644444444444
13 3 14 2 0.05
14 0 15 0 0.02
14 1 15 1 0.00111111111111
14 2 15 2 0.0322222222222
15 0 16 0 0.288888888889
15 0 16 2 0.375555555556
15 1 16 1 0.00444444444444
15 2 16 3 0.00555555555556
16 0 17 0 0.01
16 1 17 1 0.00111111111111
16 2 17 2 0.0111111111111
16 3 17 3 0.0288888888889
17 0 18 0 0.00888888888889
17 1 18 1 0.0277777777778
17 2 18 2 0.05
17 3 18 3 0.0144444444444
19 0 19 1 0.721877813339
18 0 19 0 0.0222222222222
18 0 19 1 0.0377777777778
18 1 19 2 0.0144444444444
18 2 19 3 0.0222222222222
18 3 19 4 0.0144444444444
19 0 20 0 0.0988888888889
19 1 20 0 0.00111111111111
19 2 20 1 0.00222222222222
19 3 20 2 0.0644444444444
19 4 20 2 0.805555555556
19 4 20 3 0.00555555555556
20 0 21 0 0.0377777777778
20 1 21 1 0.00111111111111
20 2 21 2 0.00111111111111
20 2 21 3 0.791111111111
20 3 21 2 0.881111111111
20 3 21 3 0.0111111111111
21 0 22 0 0.00555555555556
21 1 22 1 0.00888888888889
21 2 22 2 0.107777777778
21 2 22 3 0.734444444444
21 3 22 3 0.00222222222222
22 0 23 1 0.0111111111111
22 1 23 0 0.0188888888889
22 2 23 2 0.00222222222222
22 3 23 3 0.00111111111111
23 0 24 0 0.0144444444444
23 1 24 1 0.02
23 2 24 2 0.00444444444444
23 3 24 3 0.0111111111111
24 0 25 0 0.02
24 1 25 1 0.00555555555556
24 2 25 2 0.0144444444444
24 3 25 3 0.00444444444444
25 0 26 0 0.00111111111111
25 1 26 1 0.00111111111111
25 2 26 2 0.0188888888889
25 3 26 3 0.0177777777778
26 0 27 0 0.01
26 1 27 1 0.00222222222222
26 2 27 2 0.0288888888889
26 2 27 3 0.97
26 3 27 3 0.00888888888889
27 0 28 1 0.00222222222222
27 1 28 0 0.0144444444444
27 2 28 2 0.0455555555556
27 3 28 2 0.864444444444
27 3 28 3 0.0188888888889
28 0 29 0 0.00222222222222
28 1 29 1 0.00222222222222
28 2 29 2 0.704444444444
28 2 29 3 0.01
28 3 29 2 0.01
29 0 30 0 0.00111111111111
29 1 30 1 0.00222222222222
29 2 30 2 0.837777777778
29 2 30 3 0.00555555555556
29 3 30 2 0.00555555555556
29 3 30 3 0.962222222222
30 0 31 1 0.0222222222222
30 1 31 0 0.00555555555556
30 2 31 2 0.0188888888889
30 3 31 2 0.711111111111
30 3 31 3 0.111111111111
31 0 32 0 0.0111111111111
31 1 32 1 0.0222222222222
31 2 32 2 0.04
31 3 32 3 0.0288888888889
32 0 33 0 0.01
32 1 33 1 0.00222222222222
32 2 33 2 0.0277777777778
32 3 33 3 0.00222222222222
33 0 34 0 0.00222222222222
33 1 34 1 0.01
33 2 34 2 0.0644444444444
33 3 34 3 0.00555555555556
34 0 35 0 0.0
34 1 35 1 0.00555555555556
34 2 35 2 0.00222222222222
34 3 35 3 0.00555555555556
35 0 36 0 0.00555555555556
35 1 36 1 0.00111111111111
35 2 36 2 0.0277777777778
35 3 36 3 0.00111111111111
37 0 37 2 0.605839788914
37 4 37 5 0.328
36 0 37 0 0.00555555555556
36 0 37 2 0.288888888889
36 1 37 1 0.00111111111111
36 2 37 3 0.0
36 3 37 4 0.0111111111111
36 3 37 5 0.138888888889
37 0 38 0 0.00111111111111
37 1 38 1 0.00222222222222
37 2 38 0 0.26
37 3 38 2 0.00444444444444
37 4 38 3 0.0144444444444
37 5 38 3 0.162222222222
38 0 39 0 0.00555555555556
38 1 39 1 0.00111111111111
38 2 39 2 0.00111111111111
38 3 39 3 0.00555555555556
39 0 40 0 0.00555555555556
39 1 40 1 0.00888888888889
39 2 40 2 0.00555555555556
39 3 40 3 0.00444444444444
40 0 41 0 0.00444444444444
40 1 41 1 0.0144444444444
40 2 41 2 0.0188888888889
40 3 41 3 0.00555555555556
41 0 42 0 0.00222222222222
41 1 42 1 0.00888888888889
41 2 42 2 0.00444444444444
41 3 42 3 0.01
42 0 43 0 0.00111111111111
42 1 43 1 0.00111111111111
42 2 43 2 0.01
42 3 43 3 0.01
43 0 44 0 0.00555555555556
43 1 44 1 0.00555555555556
43 2 44 2 0.00111111111111
43 3 44 3 0.0
44 0 45 0 0.00222222222222
44 1 45 1 0.00111111111111
44 2 45 2 0.00111111111111
44 3 45 3 0.00111111111111
45 0 46 0 0.0
45 1 46 1 0.0111111111111
45 2 46 2 0.00222222222222
45 3 46 3 0.00444444444444
46 0 47 0 0.00111111111111
46 1 47 1 0.00555555555556
